,pricestr,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,Hybrid,area_list,old_new
140,$3500,chicago,chicago N,2002 toyota camry le 4cyl,good,4 cylinders,fwd,gas,17.3906,blue,mid-size,automatic,sedan,0,3500,8.1605186,2002,16,2.8559299,1,0,0,0,chicago,old
141,$1999,chicago,chicago suburbs,2009 toyota camry hybrid,fair,4 cylinders,fwd,hybrid,23.0,black,full-size,automatic,sedan,0,1999,7.6004024,2009,9,3.1354942,0,0,0,1,chicago,old
142,$3900,chicago,chicago city,2002 2002 Toyota camry,,,,gas,14.32672119140625,,,automatic,,0,3900,8.2687321,2002,16,2.6621262999999997,0,0,0,0,chicago,old
143,$2800,chicago,chicago S,2003 toyota camry,excellent,4 cylinders,fwd,gas,17.0,grey,mid-size,automatic,,0,2800,7.9373746,2003,15,2.8332132999999997,0,0,0,0,chicago,old
144,$5800,chicago,chicago W,2010 toyota camry le,excellent,4 cylinders,fwd,gas,14.4,,,automatic,,0,5800,8.6656132,2010,8,2.6672282000000003,1,0,0,0,chicago,old
145,$3300,chicago,chicago W,2004 Toyota Camry le,like new,4 cylinders,fwd,gas,12.7,blue,mid-size,automatic,sedan,0,3300,8.1016779,2004,14,2.5416019,1,0,0,0,chicago,old
146,$1099,chicago,chicago N,2001 Toyota Camry,good,4 cylinders,fwd,gas,13.9,silver,,automatic,,0,1099,7.002155800000001,2001,17,2.6318889,0,0,0,0,chicago,old
147,$2499,chicago,chicago suburbs,2001 Toyota Camry.,good,4 cylinders,fwd,gas,11.5,silver,full-size,automatic,sedan,0,2499,7.8236460999999995,2001,17,2.4423470000000003,0,0,0,0,chicago,old
148,$7999,chicago,chicago city,2010 TOYOTA CAMRY,,,fwd,gas,8.14,blue,,automatic,sedan,1,7999,8.987072,2010,8,2.0967901,0,0,0,0,chicago,old
149,$500,chicago,chicago city,2014 TOYOTA CAMRY LE 2.4,excellent,6 cylinders,fwd,gas,4.791686534881592,black,mid-size,automatic,truck,1,500,6.2146082,2014,4,1.5668825000000002,1,0,0,0,chicago,new
150,$206,chicago,chicago city,2015 Toyota Camry BAD CREDIT OK,,4 cylinders,,gas,4.963212966918945,grey,,automatic,sedan,1,206,5.3278761,2015,3,1.6020533000000001,0,0,0,0,chicago,new
151,$3900,chicago,chicago city,2002 Toyota Camry LE Sedan,excellent,4 cylinders,fwd,gas,16.9435,grey,mid-size,automatic,sedan,0,3900,8.2687321,2002,16,2.8298843,1,0,0,0,chicago,old
152,$5495,chicago,chicago N,2005 Toyota Camry,excellent,4 cylinders,fwd,gas,14.8987,red,mid-size,automatic,sedan,1,5495,8.611594199999999,2005,13,2.7012739,0,0,0,0,chicago,old
153,$2995,chicago,chicago S,2003 Toyota Camry LE,,,fwd,gas,16.5533,silver,,automatic,sedan,1,2995,8.0046997,2003,15,2.8065856,1,0,0,0,chicago,old
154,$2700,chicago,chicago city,2003 Toyota Camry,,4 cylinders,,gas,14.08167171478272,,,automatic,,0,2700,7.9010072000000005,2003,15,2.6448741,0,0,0,0,chicago,old
155,$5249,chicago,chicago suburbs,1999 toyota camry,excellent,6 cylinders,,gas,11.4,,,automatic,sedan,0,5249,8.565793,1999,19,2.4336132999999998,0,0,0,0,chicago,old
156,$12995,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,2.5929,black,,automatic,sedan,1,12995,9.4723196,2015,3,0.95277697,0,0,0,0,chicago,new
157,$3000,chicago,chicago city,2002 toyota camry solara,excellent,6 cylinders,,gas,15.0,blue,compact,automatic,coupe,0,3000,8.0063677,2002,16,2.7080502999999996,0,0,0,0,chicago,old
158,$16257,chicago,chicago suburbs,2015 Toyota Camry,,4 cylinders,fwd,gas,1.5955,silver,mid-size,automatic,sedan,1,16257,9.6962786,2015,3,0.46718717,0,0,0,0,chicago,new
159,$15910,chicago,chicago city,2015 Toyota Camry,,4 cylinders,fwd,gas,3.1078,silver,,automatic,sedan,1,15910,9.674703599999999,2015,3,1.1339151,0,0,0,0,chicago,new
160,$9700,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9700,9.1798811,2011,7,1.8660626,0,0,0,0,chicago,new
161,$11995,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,7.1225,black,,automatic,sedan,1,11995,9.3922453,2015,3,1.9632587,0,0,0,0,chicago,new
162,$14991,chicago,chicago city,2014 Toyota Camry,,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.6152058,2014,4,1.5589023000000002,0,0,0,0,chicago,new
163,$15966,chicago,chicago suburbs,2015 Toyota Camry,,4 cylinders,fwd,gas,1.6867,grey,mid-size,automatic,sedan,1,15966,9.6782169,2015,3,0.52277398,0,0,0,0,chicago,new
164,$6700,chicago,chicago suburbs,2007 Toyota Camry se,excellent,4 cylinders,fwd,gas,13.1,silver,mid-size,automatic,sedan,0,6700,8.8098631,2007,11,2.5726123,0,0,1,0,chicago,old
165,$6997,chicago,chicago suburbs,2008 Toyota Camry Hybrid,,4 cylinders,fwd,hybrid,13.6864,custom,mid-size,automatic,sedan,1,6997,8.853237199999999,2008,10,2.6164026000000002,0,0,0,1,chicago,old
166,$985,chicago,chicago city,1995 toyota camry,like new,4 cylinders,,gas,20.04253387451172,,,automatic,,0,985,6.892641499999999,1995,23,2.9978566000000004,0,0,0,0,chicago,old
167,$1200,chicago,chicago city,1999 toyota camry,excellent,4 cylinders,,gas,25.3,,full-size,automatic,,0,1200,7.0900769,1999,19,3.2308044,0,0,0,0,chicago,old
168,$7900,chicago,chicago N,2009 toyota camry,excellent,4 cylinders,fwd,gas,118.0,red,full-size,automatic,,0,7900,8.974618,2009,9,4.7706847,0,0,0,0,chicago,old
169,$6500,chicago,chicago city,2007 Toyota Camry,good,4 cylinders,,gas,11.626930236816412,,,automatic,,0,6500,8.7795572,2007,11,2.4533241,0,0,0,0,chicago,old
170,$16489,chicago,chicago W,2014 toyota camry,like new,4 cylinders,fwd,gas,2.4691,grey,full-size,automatic,sedan,0,16489,9.7104492,2014,4,0.90385371,0,0,0,0,chicago,new
171,$3950,chicago,chicago N,2007 toyota camry hybrid,excellent,4 cylinders,fwd,hybrid,18.23,blue,mid-size,automatic,sedan,1,3950,8.2814713,2007,11,2.9030685000000003,0,0,0,1,chicago,old
172,$14000,chicago,chicago city,2013 Toyota Camry,good,4 cylinders,,gas,5.0608,red,,automatic,,0,14000,9.546813,2013,5,1.6215246,0,0,0,0,chicago,new
173,$4000,chicago,chicago W,2002 toyota camry le 4dr sedan,good,6 cylinders,fwd,gas,15.9282,red,,automatic,sedan,0,4000,8.294049300000001,2002,16,2.7680912,1,0,1,0,chicago,old
174,$1695,chicago,chicago W,2000 toyota camry le,good,4 cylinders,fwd,gas,18.3973,,,automatic,sedan,0,1695,7.4354382,2000,18,2.912204,1,0,0,0,chicago,old
175,$985,chicago,chicago city,1995 toyota camry,like new,,,gas,20.04253387451172,,,automatic,,0,985,6.892641499999999,1995,23,2.9978566000000004,0,0,0,0,chicago,old
176,$14487,chicago,chicago suburbs,2014 Toyota Camry,excellent,6 cylinders,fwd,gas,4.902,silver,,automatic,sedan,1,14487,9.581007000000001,2014,4,1.5896431999999998,0,0,0,0,chicago,new
177,$2100,chicago,chicago city,1998 toyota camry,,4 cylinders,fwd,gas,16.82425880432129,white,,automatic,,0,2100,7.6496925000000005,1998,20,2.8228218999999997,0,0,0,0,chicago,old
178,$14388,chicago,chicago suburbs,2012 Toyota Camry,,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.574150099999999,2012,6,1.7512672999999999,0,0,0,0,chicago,new
179,$14590,chicago,chicago city,2016 Toyota Camry  LE    2016,new,4 cylinders,fwd,gas,4.8192,white,,automatic,,0,14590,9.5880919,2016,2,1.572608,1,0,0,0,chicago,new
180,$16499,chicago,chicago city,2017 TOYOTA CAMRY,,,fwd,gas,2.9439,black,,automatic,sedan,1,16499,9.711054800000001,2017,1,1.0797353,0,0,0,0,chicago,new
181,$6300,chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,white,mid-size,automatic,sedan,1,6300,8.748305300000002,2006,12,2.3025851000000004,0,0,0,0,chicago,old
182,$11700,chicago,chicago suburbs,2014 Toyota Camry SE,good,4 cylinders,fwd,gas,4.3,grey,,automatic,sedan,0,11700,9.3673439,2014,4,1.4586151000000003,0,0,1,0,chicago,new
183,$14388,chicago,chicago N,2012 Toyota Camry,,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.574150099999999,2012,6,1.7512672999999999,0,0,0,0,chicago,new
184,$1600,chicago,chicago city,2001 Toyota Camry,,,,gas,16.201469421386722,,,automatic,,0,1600,7.377758999999999,2001,17,2.7851019,0,0,0,0,chicago,old
185,$12322,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,6.0499,,,automatic,sedan,1,12322,9.4191418,2015,3,1.8000418000000002,0,0,0,0,chicago,new
186,$3000,chicago,chicago city,2002 Toyota Camry,,4 cylinders,,gas,16.84,,,automatic,,0,3000,8.0063677,2002,16,2.8237569,0,0,0,0,chicago,old
187,$7499,chicago,chicago suburbs,2009 Toyota Camry,,4 cylinders,,gas,13.04,red,,automatic,sedan,1,7499,8.9225254,2009,9,2.5680215,0,0,0,0,chicago,old
188,$8800,chicago,chicago suburbs,2005 toyota camry le,like new,4 cylinders,fwd,gas,6.4339,grey,mid-size,automatic,sedan,0,8800,9.082507099999999,2005,13,1.8615808,1,0,0,0,chicago,old
189,$5577,chicago,chicago W,2009 toyota camry hybrid,,,,gas,16.45036315917969,,,automatic,,1,5577,8.6264067,2009,9,2.8003476000000003,0,0,0,1,chicago,old
190,$2500,chicago,chicago N,2005 Toyota Camry V6,excellent,6 cylinders,fwd,gas,20.12,silver,mid-size,automatic,sedan,1,2500,7.8240460999999994,2005,13,3.0017142000000003,0,0,0,0,chicago,old
191,$4800,chicago,chicago suburbs,2007 Toyota Camry,,4 cylinders,fwd,gas,17.9758,silver,,automatic,sedan,1,4800,8.476370800000002,2007,11,2.8890264,0,0,0,0,chicago,old
192,$2995,chicago,chicago W,2001 TOYOTA CAMRY,,,fwd,other,15.5447,green,,automatic,sedan,1,2995,8.0046997,2001,17,2.7437197999999996,0,0,0,0,chicago,old
193,$8995,chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,grey,mid-size,automatic,sedan,1,8995,9.1044245,2011,7,2.3025851000000004,0,0,0,0,chicago,new
194,$14990,chicago,chicago W,2015 Toyota Camry,,4 cylinders,fwd,gas,5.5396,black,,automatic,sedan,1,14990,9.615139,2015,3,1.7119223000000001,0,0,0,0,chicago,new
195,$12500,chicago,chicago suburbs,2006 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,8.4304,silver,full-size,automatic,sedan,1,12500,9.4334841,2006,12,2.1318443,0,0,1,0,chicago,old
196,$1600,chicago,chicago city,2001 toyota camry le,,,,gas,16.201469421386722,,,automatic,,0,1600,7.377758999999999,2001,17,2.7851019,1,0,0,0,chicago,old
197,$2500,chicago,chicago city,2004 toyota camry solara,,,,gas,15.408045768737788,,,automatic,,0,2500,7.8240460999999994,2004,14,2.7348897,0,0,0,0,chicago,old
198,$10695,chicago,chicago city,2011 toyota camry le,,,fwd,gas,6.0154,,,automatic,,0,10695,9.2775316,2011,7,1.7943228,1,0,0,0,chicago,new
199,$3999,chicago,chicago suburbs,2006 TOYOTA CAMRY LE,,4 cylinders,,gas,14.155,red,,automatic,sedan,1,3999,8.293799400000001,2006,12,2.6500678,1,0,0,0,chicago,old
200,$4500,chicago,chicago N,2007 toyota camry,good,,,hybrid,11.626930236816412,,,automatic,,0,4500,8.4118328,2007,11,2.4533241,0,0,0,0,chicago,old
201,$4500,chicago,chicago N,2005 toyota camry le,,,,gas,9.5,,,automatic,,0,4500,8.4118328,2005,13,2.2512917999999997,1,0,0,0,chicago,old
202,$16950,chicago,chicago N,2015 toyota camry hybrid,excellent,4 cylinders,fwd,gas,4.6681,blue,,automatic,sedan,0,16950,9.7380228,2015,3,1.5407521999999998,0,0,0,1,chicago,new
203,$4995,chicago,chicago S,2009 Toyota Camry,,,fwd,gas,14.5777,silver,,automatic,sedan,1,4995,8.5161924,2009,9,2.679493,0,0,0,0,chicago,old
204,$8995,chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,9.9999,grey,mid-size,automatic,sedan,1,8995,9.1044245,2011,7,2.3025751,0,0,0,0,chicago,new
205,$11988,chicago,chicago city,2013 TOYOTA CAMRY,,,fwd,gas,6.7513,black,,automatic,sedan,1,11988,9.391661599999999,2013,5,1.9097351000000002,0,0,0,0,chicago,new
206,$1650,chicago,chicago city,1999 toyota camry le,good,4 cylinders,fwd,gas,16.43,,,automatic,sedan,0,1650,7.4085307,1999,19,2.799109,1,0,0,0,chicago,old
207,$3590,chicago,chicago W,2002 toyota camry,good,6 cylinders,fwd,gas,12.8,brown,full-size,automatic,sedan,0,3590,8.185907400000001,2002,16,2.5494452,0,0,0,0,chicago,old
208,$8980,chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,3.8,grey,mid-size,automatic,sedan,1,8980,9.102755499999999,2006,12,1.3350011,0,0,0,0,chicago,old
209,$3990,chicago,chicago city,2002 toyota camry le,like new,6 cylinders,fwd,gas,14.1,black,mid-size,automatic,sedan,1,3990,8.291546799999999,2002,16,2.6461749,1,0,0,0,chicago,old
210,$10988,chicago,chicago city,2012 TOYOTA CAMRY,,,fwd,gas,7.7938,blue,,automatic,sedan,1,10988,9.3045588,2012,6,2.0533285,0,0,0,0,chicago,new
211,$11900,chicago,,2014 Toyota Camry,,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,11900,9.3842936,2014,4,1.9079560000000002,0,0,0,0,chicago,new
212,$1000,chicago,chicago city,1997 toyota camry xle,,4 cylinders,fwd,gas,24.0,blue,,automatic,,0,1000,6.9077554,1997,21,3.1780539,0,1,0,0,chicago,old
213,$6950,chicago,chicago suburbs,2007 toyota camry hybrid,excellent,4 cylinders,fwd,hybrid,13.9987,blue,full-size,automatic,sedan,0,6950,8.8464966,2007,11,2.6389644,0,0,0,1,chicago,old
214,$11500,chicago,chicago S,2012 toyota camry se,like new,4 cylinders,,gas,11.3,black,,automatic,,0,11500,9.3501024,2012,6,2.4248027999999997,0,0,1,0,chicago,new
215,$800,chicago,chicago N,1998 toyota camry,good,4 cylinders,fwd,gas,22.0,,mid-size,automatic,,0,800,6.6846118,1998,20,3.0910425,0,0,0,0,chicago,old
216,$1100,chicago,indiana NW,1997 Toyota Camry XLE,good,6 cylinders,,gas,21.9,white,,automatic,sedan,0,1100,7.0030656,1997,21,3.0864866,0,1,0,0,chicago,old
217,$9977,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9977,9.2080374,2011,7,1.8660626,0,0,0,0,chicago,new
218,$10883,chicago,chicago city,2013 TOYOTA CAMRY,,,fwd,gas,7.2006,,,automatic,sedan,1,10883,9.294957199999999,2013,5,1.9741644,0,0,0,0,chicago,new
219,$9300,chicago,chicago city,2007 TOYOTA CAMRY V6 XLE,like new,6 cylinders,fwd,gas,5.0,silver,,automatic,sedan,0,9300,9.137769699999998,2007,11,1.6094378999999999,0,1,0,0,chicago,old
220,$2595,chicago,chicago city,2002 Toyota Camry LE 4dr,,,,gas,14.32672119140625,,,automatic,,0,2595,7.861342,2002,16,2.6621262999999997,1,0,0,0,chicago,old
221,$14900,chicago,chicago S,2014 toyota camry xle,excellent,4 cylinders,fwd,gas,2.3890000000000002,silver,mid-size,automatic,sedan,0,14900,9.6091166,2014,4,0.87087488,0,1,0,0,chicago,new
222,$3999,chicago,chicago S,2003 TOYOTA CAMRY,,6 cylinders,,gas,14.6651,white,,automatic,coupe,1,3999,8.293799400000001,2003,15,2.6854706000000004,0,0,0,0,chicago,old
223,$14991,chicago,chicago N,2014 Toyota Camry,,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.6152058,2014,4,1.5589023000000002,0,0,0,0,chicago,new
224,$5500,chicago,chicago city,2007 toyota camry,,4 cylinders,,gas,11.626930236816412,,,automatic,sedan,0,5500,8.6125031,2007,11,2.4533241,0,0,0,0,chicago,old
225,$14695,chicago,chicago S,2014 Toyota - Camry,excellent,other,,other,4.7853,custom,,other,sedan,1,14695,9.5952625,2014,4,1.5655488000000002,0,0,0,0,chicago,new
226,$2300,chicago,chicago W,2005 toyota camry,good,6 cylinders,fwd,gas,18.65,grey,mid-size,automatic,,0,2300,7.7406645,2005,13,2.9258461,0,0,0,0,chicago,old
227,$9900,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9900,9.200289699999999,2011,7,1.8660626,0,0,0,0,chicago,new
228,$650,chicago,chicago city,1991 toyota camry,good,4 cylinders,fwd,gas,14.0,,,automatic,,0,650,6.4769726,1991,27,2.6390574,0,0,0,0,chicago,old
229,$4000,chicago,chicago city,2006 toyota camry,good,4 cylinders,,gas,15.0,black,full-size,automatic,sedan,0,4000,8.294049300000001,2006,12,2.7080502999999996,0,0,0,0,chicago,old
230,$550,chicago,chicago S,1998 toyota camry le,,4 cylinders,,gas,14.5,black,mid-size,automatic,sedan,0,550,6.3099184,1998,20,2.6741486,1,0,0,0,chicago,old
231,$2799,chicago,chicago city,2000 toyota camry,excellent,4 cylinders,,gas,16.83345794677734,green,,automatic,,0,2799,7.9370174,2000,18,2.8233685,0,0,0,0,chicago,old
232,$6999,chicago,chicago S,2011 toyota camry le,good,,,gas,14.2,,,automatic,,0,6999,8.853522300000002,2011,7,2.6532419,1,0,0,0,chicago,new
233,$3400,chicago,chicago suburbs,2001 toyota camry,like new,,,gas,16.201469421386722,,,automatic,,0,3400,8.1315308,2001,17,2.7851019,0,0,0,0,chicago,old
234,$1790,chicago,chicago city,1999 toyota camry le,excellent,4 cylinders,fwd,gas,13.3,silver,mid-size,automatic,sedan,1,1790,7.4899707,1999,19,2.587764,1,0,0,0,chicago,old
235,$2200,chicago,chicago city,2005 toyota camry xle,,,,gas,14.384251594543462,,,automatic,,0,2200,7.6962128,2005,13,2.6661339,0,1,0,0,chicago,old
236,$4695,chicago,chicago W,2002 Toyota Camry Solara,,,,gas,14.32672119140625,,,automatic,,0,4695,8.454253199999998,2002,16,2.6621262999999997,0,0,0,0,chicago,old
237,$8900,chicago,chicago S,2008 toyota camry,,,,gas,12.54811191558838,,,automatic,,0,8900,9.0938063,2008,10,2.5295701,0,0,0,0,chicago,old
238,$950,chicago,chicago W,1999 Toyota Camry,fair,,,gas,21.6,custom,,automatic,,0,950,6.856462,1999,19,3.0726932999999996,0,0,0,0,chicago,old
239,$3599,chicago,chicago city,2004 toyota camry xle,,,,gas,15.408045768737788,,,automatic,,0,3599,8.1884117,2004,14,2.7348897,0,1,0,0,chicago,old
240,$11800,chicago,chicago suburbs,2014 Toyota Camry,good,4 cylinders,fwd,gas,3.154,black,,automatic,sedan,0,11800,9.375854499999999,2014,4,1.1486715,0,0,0,0,chicago,new
241,$5999,chicago,chicago S,2008 TOYOTA CAMRY SOLARA,,4 cylinders,,gas,12.9926,,,automatic,convertible,1,5999,8.6993484,2008,10,2.5643799,0,0,0,0,chicago,old
242,$850,chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,850,6.7452364000000005,1994,24,2.889816,0,0,0,0,chicago,old
243,$1450,chicago,chicago suburbs,1998 toyota camry le,good,4 cylinders,fwd,gas,16.82425880432129,grey,full-size,automatic,sedan,0,1450,7.2793187999999995,1998,20,2.8228218999999997,1,0,0,0,chicago,old
244,$14995,chicago,chicago suburbs,2015 Toyota Camry LE,,,fwd,gas,9.0147,black,,automatic,sedan,1,14995,9.615471800000002,2015,3,2.1988566,1,0,0,0,chicago,new
245,$6300,chicago,chicago W,2009 toyota camry le,like new,4 cylinders,fwd,gas,13.2572,silver,full-size,automatic,sedan,1,6300,8.748305300000002,2009,9,2.5845408,1,0,0,0,chicago,old
246,$5995,chicago,chicago city,2009 TOYOTA CAMRY LE,good,4 cylinders,fwd,gas,16.45036315917969,black,mid-size,automatic,,1,5995,8.698680900000001,2009,9,2.8003476000000003,1,0,0,0,chicago,old
247,$6277,chicago,chicago suburbs,2005 Toyota Camry,excellent,4 cylinders,fwd,gas,8.5069,,mid-size,automatic,sedan,1,6277,8.744647,2005,13,2.1408775,0,0,0,0,chicago,old
248,$8300,chicago,chicago W,2011 toyota camry xle,excellent,6 cylinders,fwd,gas,9.0653,green,full-size,automatic,sedan,1,8300,9.024010699999998,2011,7,2.2044539,0,1,0,0,chicago,new
249,$4499,chicago,chicago suburbs,2005 TOYOTA CAMRY SOLARA,,8 cylinders,,gas,13.65,red,,automatic,coupe,1,4499,8.4116106,2005,13,2.6137395,0,0,0,0,chicago,old
250,$6500,chicago,chicago city,2011 toyota camry le,excellent,4 cylinders,fwd,gas,14.0,black,compact,automatic,sedan,0,6500,8.7795572,2011,7,2.6390574,1,0,0,0,chicago,new
251,$6900,chicago,chicago city,2007 Toyota Camry Hybrid,good,4 cylinders,fwd,gas,12.0858,black,,automatic,sedan,1,6900,8.8392763,2007,11,2.4920311,0,0,0,1,chicago,old
252,$2950,chicago,chicago city,2003 Toyota Camry,,,,gas,10.5,,,automatic,,0,2950,7.9895606,2003,15,2.3513752999999995,0,0,0,0,chicago,old
253,$12000,chicago,chicago city,2010 toyota camry se,,,,gas,14.663999557495119,,,automatic,,0,12000,9.392662,2010,8,2.6853955000000003,0,0,1,0,chicago,old
254,$12910,chicago,chicago city,2012 Toyota Camry Hybrid,,4 cylinders,fwd,hybrid,11.6464,black,,automatic,sedan,1,12910,9.465757400000001,2012,6,2.4549971,0,0,0,1,chicago,new
255,$1800,chicago,chicago city,2002 toyota camry le,,4 cylinders,fwd,gas,14.32672119140625,silver,full-size,automatic,sedan,0,1800,7.4955419999999995,2002,16,2.6621262999999997,1,0,0,0,chicago,old
256,$2098,chicago,chicago city,2003 toyota camry,good,4 cylinders,fwd,gas,18.9,,,automatic,sedan,0,2098,7.6487398,2003,15,2.939162,0,0,0,0,chicago,old
257,$12800,chicago,chicago city,2014 Toyota Camry,,,,gas,4.791686534881592,,,automatic,,0,12800,9.4572001,2014,4,1.5668825000000002,0,0,0,0,chicago,new
258,$4500,chicago,chicago city,2007 Toyota Camry Solara Sport,,,,gas,11.626930236816412,,,automatic,,0,4500,8.4118328,2007,11,2.4533241,0,0,0,0,chicago,old
259,$8942,chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8942,9.0985146,2007,11,1.8405337,0,0,0,0,chicago,old
260,$700,chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,700,6.5510802,1994,24,2.889816,0,0,0,0,chicago,old
261,$6500,chicago,chicago city,2011 toyota camry,like new,4 cylinders,fwd,gas,12.5,white,compact,automatic,sedan,0,6500,8.7795572,2011,7,2.5257287,0,0,0,0,chicago,new
262,$8888,chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8888,9.0924578,2007,11,1.8405337,0,0,0,0,chicago,old
263,$6350,chicago,chicago W,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,11.5515,silver,mid-size,automatic,sedan,1,6350,8.756210300000001,2007,11,2.4468153,0,0,0,0,chicago,old
264,$3700,chicago,chicago city,2004 toyota camry,good,4 cylinders,,gas,15.408045768737788,white,,automatic,,0,3700,8.216088300000001,2004,14,2.7348897,0,0,0,0,chicago,old
265,$9750,los angeles,LA westside-southbay,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,manual,sedan,0,9750,9.1850224,2010,8,1.5260563,0,0,0,0,los angeles,old
266,$2600,chicago,chicago city,2003 toyota camry,excellent,4 cylinders,fwd,gas,14.3,silver,,automatic,,0,2600,7.863266900000001,2003,15,2.6602595,0,0,0,0,chicago,old
267,$4300,chicago,chicago city,2005 toyota camry,excellent,6 cylinders,,gas,15.74,silver,,automatic,,0,4300,8.3663702,2005,13,2.7562053,0,0,0,0,chicago,old
268,$14995,chicago,chicago city,2016 TOYOTA CAMRY,,,fwd,gas,4.095,black,,automatic,sedan,1,14995,9.615471800000002,2016,2,1.4097667,0,0,0,0,chicago,new
269,$500,chicago,chicago city,2014 TOYOTA CAMRY,like new,6 cylinders,fwd,gas,4.791686534881592,black,full-size,automatic,sedan,1,500,6.2146082,2014,4,1.5668825000000002,0,0,0,0,chicago,new
270,$14000,chicago,chicago city,2013 toyota camry,excellent,,,gas,3.8,silver,,automatic,,0,14000,9.546813,2013,5,1.3350011,0,0,0,0,chicago,new
271,$9999,chicago,chicago city,2012 TOYOTA CAMRY,,,fwd,gas,10.8722,silver,,automatic,sedan,1,9999,9.210240400000002,2012,6,2.386209,0,0,0,0,chicago,new
272,$4999,chicago,chicago S,2004 TOYOTA CAMRY  SOLARA,,6 cylinders,,gas,7.8,white,,automatic,sedan,1,4999,8.5169935,2004,14,2.0541236,0,0,0,0,chicago,old
273,$9995,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9995,9.2098398,2011,7,1.8660626,0,0,0,0,chicago,new
274,$3200,chicago,chicago suburbs,2000 toyota camry,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.0709057,2000,18,2.7080502999999996,0,0,0,0,chicago,old
275,$12488,chicago,,2014 Toyota Camry,,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12488,9.432523699999999,2014,4,1.9079560000000002,0,0,0,0,chicago,new
276,$10995,chicago,chicago city,2011 Toyota Camry,,,fwd,gas,6.4655,black,,automatic,,1,10995,9.305195800000002,2011,7,1.8664804,0,0,0,0,chicago,new
277,$4900,chicago,chicago W,2006 toyota camry solara,good,4 cylinders,fwd,gas,14.1,silver,mid-size,automatic,coupe,0,4900,8.496990199999999,2006,12,2.6461749,0,0,0,0,chicago,old
278,$1500,chicago,chicago suburbs,2000 toyota camry,fair,4 cylinders,fwd,gas,18.62,silver,,automatic,sedan,0,1500,7.3132205,2000,18,2.9242362999999996,0,0,0,0,chicago,old
