,pricestr,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,Hybrid,area_list,old_new
414,$3300,los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,8.304973602294924,,,automatic,,0,3300,8.1016779,2012,6,2.1168547,0,0,0,0,los angeles,new
415,$3799,los angeles,LA san gabriel,2004 toyota camry xle,,,,gas,11.325,,,automatic,,1,3799,8.2424936,2004,14,2.4270127,0,1,0,0,los angeles,old
416,$6990,los angeles,LA westside-southbay,2007 toyota camry,like new,4 cylinders,,gas,12.4,silver,compact,automatic,sedan,0,6990,8.8522358,2007,11,2.5176964,0,0,0,0,los angeles,old
417,$1600,los angeles,LA long beach,2001 Toyota Camry,excellent,4 cylinders,fwd,gas,22.5,custom,,automatic,sedan,0,1600,7.377758999999999,2001,17,3.1135154,0,0,0,0,los angeles,old
418,$11400,los angeles,central LA,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,,compact,automatic,sedan,0,11400,9.341368699999999,2015,3,2.4478016,0,0,1,0,los angeles,new
419,$7000,los angeles,LA san gabriel,2007 toyota camry le,excellent,4 cylinders,fwd,gas,10.4,white,full-size,automatic,sedan,0,7000,8.8536654,2007,11,2.3418057,1,0,0,0,los angeles,old
420,$1000,los angeles,San Fernando,1997 toyota camry,good,4 cylinders,fwd,gas,18.7007999420166,black,mid-size,automatic,sedan,0,1000,6.9077554,1997,21,2.9285662,0,0,0,0,los angeles,old
421,$3000,los angeles,central LA,1998 toyota camry,good,4 cylinders,fwd,gas,15.8,green,compact,automatic,sedan,0,3000,8.0063677,1998,20,2.76001,0,0,0,0,los angeles,old
422,$3850,los angeles,LA westside-southbay,2006 toyota camry solara,like new,6 cylinders,,gas,16.4,,,automatic,coupe,0,3850,8.255828900000001,2006,12,2.7972813,0,0,0,0,los angeles,old
423,$5000,los angeles,LA westside-southbay,2007 toyota camry solara convertible,good,6 cylinders,,gas,12.0,grey,mid-size,automatic,convertible,0,5000,8.517192800000002,2007,11,2.4849067000000002,0,0,0,0,los angeles,old
424,$12888,los angeles,LA san gabriel,2015 Toyota Camry LE,good,4 cylinders,fwd,gas,4.4,white,mid-size,automatic,sedan,1,12888,9.4640522,2015,3,1.4816046,1,0,0,0,los angeles,new
425,$2599,los angeles,LA long beach,2000 Toyota Camry LE,excellent,4 cylinders,fwd,gas,18.6528,,mid-size,automatic,sedan,0,2599,7.862882099999999,2000,18,2.9259963,1,0,0,0,los angeles,old
426,$2400,los angeles,LA westside-southbay,2001 Toyota Camry,good,4 cylinders,,gas,13.5,,,automatic,,0,2400,7.783224099999999,2001,17,2.6026897,0,0,0,0,los angeles,old
427,$5900,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,,gas,11.8,,,automatic,,0,5900,8.682707800000001,2007,11,2.4680996,0,0,0,0,los angeles,old
428,$1500,los angeles,LA westside-southbay,1997 Toyota camry,good,4 cylinders,fwd,gas,19.756,green,compact,automatic,coupe,0,1500,7.3132205,1997,21,2.9834572999999995,0,0,0,0,los angeles,old
429,$14988,los angeles,LA san gabriel,2015 TOYOTA CAMRY,,,fwd,gas,5.5096,,,automatic,sedan,1,14988,9.615005499999999,2015,3,1.7064921000000002,0,0,0,0,los angeles,new
430,$9000,los angeles,LA long beach,2014 toyota camry le 4dr sedan,,,,gas,4.791686534881592,,,automatic,,0,9000,9.1049795,2014,4,1.5668825000000002,1,0,1,0,los angeles,new
431,$15800,los angeles,LA san gabriel,2016 Toyota Camry LE,excellent,4 cylinders,,gas,4.249044418334962,,,automatic,,0,15800,9.667765600000001,2016,2,1.4466941,1,0,0,0,los angeles,new
432,$18500,los angeles,LA westside-southbay,2017 toyota camry se,like new,4 cylinders,fwd,gas,0.5,grey,full-size,automatic,sedan,0,18500,9.825526199999999,2017,1,-0.69314718,0,0,1,0,los angeles,new
433,$3500,los angeles,LA san gabriel,2002 toyota camry le,fair,4 cylinders,fwd,gas,6.6354,silver,full-size,automatic,sedan,0,3500,8.1605186,2002,16,1.8924189999999999,1,0,0,0,los angeles,old
434,$90002,los angeles,San Fernando,2003 Toyota Camry Xle,,,,gas,14.08167171478272,,,automatic,,0,90002,11.407587,2003,15,2.6448741,0,0,0,0,los angeles,old
435,$6500,los angeles,San Fernando,2010 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.3,white,full-size,automatic,sedan,0,6500,8.7795572,2010,8,2.7278528,1,0,1,0,los angeles,old
436,$8300,los angeles,LA san gabriel,2007 Toyota camry,,,,gas,11.8,,,automatic,,0,8300,9.024010699999998,2007,11,2.4680996,0,0,0,0,los angeles,old
437,$950,los angeles,central LA,1993 toyota camry,,,,gas,21.91666603088379,,,automatic,,0,950,6.856462,1993,25,3.0872474,0,0,0,0,los angeles,old
438,$950,los angeles,central LA,1997 toyota camry le,,,,gas,18.7007999420166,,,manual,,0,950,6.856462,1997,21,2.9285662,1,0,0,0,los angeles,old
439,$2395,los angeles,central LA,2004 toyota camry solara,,4 cylinders,fwd,gas,23.9,red,full-size,automatic,coupe,0,2395,7.781138400000001,2004,14,3.1738784,0,0,0,0,los angeles,old
440,$5100,los angeles,LA long beach,2008 toyota camry le 4dr sedan,good,4 cylinders,,gas,9.8,black,,automatic,,0,5100,8.5369959,2008,10,2.2823825,1,0,1,0,los angeles,old
441,$1000,los angeles,central LA,1996 Toyota Camry,,,,gas,21.89999961853027,,,manual,,0,1000,6.9077554,1996,22,3.0864866,0,0,0,0,los angeles,old
442,$1,los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,,gas,14.08167171478272,white,full-size,automatic,,0,1,0.0,2003,15,2.6448741,1,0,0,0,los angeles,old
443,$3200,los angeles,central LA,2006 Toyota  camry,good,4 cylinders,fwd,gas,13.1,white,compact,automatic,sedan,0,3200,8.0709057,2006,12,2.5726123,0,0,0,0,los angeles,old
444,$4950,los angeles,LA long beach,2009 toyota camry,excellent,4 cylinders,,gas,17.4,,,manual,,0,4950,8.507143,2009,9,2.8564701,0,0,0,0,los angeles,old
445,$4500,los angeles,LA san gabriel,2005 toyota camry,,,,gas,14.384251594543462,,,automatic,,0,4500,8.4118328,2005,13,2.6661339,0,0,0,0,los angeles,old
446,$3700,los angeles,San Fernando,2003 toyota camry,,,,gas,13.2,,,automatic,,0,3700,8.216088300000001,2003,15,2.5802169,0,0,0,0,los angeles,old
447,$1000,los angeles,San Fernando,1999 Toyota camry,good,4 cylinders,rwd,gas,20.5,brown,compact,automatic,coupe,0,1000,6.9077554,1999,19,3.0204248,0,0,0,0,los angeles,old
448,$1150,los angeles,LA westside-southbay,2003 Toyota CAMRY XLE,,,,gas,6.7,white,,automatic,,0,1150,7.047517299999999,2003,15,1.9021075,0,1,0,0,los angeles,old
449,$4500,los angeles,central LA,2008 toyota camry,,,,gas,12.54811191558838,,,manual,,0,4500,8.4118328,2008,10,2.5295701,0,0,0,0,los angeles,old
450,$3115,los angeles,central LA,2012 toyota camry,like new,4 cylinders,,gas,8.304973602294924,black,,automatic,sedan,0,3115,8.0439844,2012,6,2.1168547,0,0,0,0,los angeles,new
451,$2500,los angeles,central LA,2003 toyota camry,,6 cylinders,fwd,gas,14.08167171478272,black,,automatic,sedan,0,2500,7.8240460999999994,2003,15,2.6448741,0,0,0,0,los angeles,old
452,$15995,los angeles,San Fernando,2015 Toyota Camry,,4 cylinders,fwd,gas,3.4566,grey,,automatic,sedan,1,15995,9.680031800000002,2015,3,1.2402853999999999,0,0,0,0,los angeles,new
453,$10800,los angeles,LA long beach,2015 toyota camry le 4dr sedan,,,,gas,4.963212966918945,,,automatic,,0,10800,9.2873011,2015,3,1.6020533000000001,1,0,1,0,los angeles,new
454,$5900,los angeles,LA westside-southbay,2005 Toyota Camry XLE,good,4 cylinders,fwd,gas,14.5741,grey,mid-size,automatic,,0,5900,8.682707800000001,2005,13,2.6792458999999997,0,1,0,0,los angeles,old
455,$9900,los angeles,LA long beach,2014 toyota camry le 4dr sedan,,,,gas,4.791686534881592,,,automatic,,0,9900,9.200289699999999,2014,4,1.5668825000000002,1,0,1,0,los angeles,new
456,$3190,los angeles,LA san gabriel,2012 toyota camry,excellent,4 cylinders,fwd,gas,8.304973602294924,,,automatic,sedan,0,3190,8.0677757,2012,6,2.1168547,0,0,0,0,los angeles,new
457,$226,los angeles,San Fernando,2014 Toyota Camry LE,,4 cylinders,fwd,gas,2.8122,,,automatic,sedan,1,226,5.4205350999999995,2014,4,1.0339671,1,0,0,0,los angeles,new
458,$1400,los angeles,central LA,2001 toyota camry,,,,gas,16.201469421386722,,,automatic,,0,1400,7.244227400000001,2001,17,2.7851019,0,0,0,0,los angeles,old
459,$2700,los angeles,central LA,2002 toyota camry,good,4 cylinders,,gas,13.045,,,automatic,,0,2700,7.9010072000000005,2002,16,2.5684049,0,0,0,0,los angeles,old
460,$500,los angeles,LA westside-southbay,1999 toyota camry,excellent,4 cylinders,fwd,gas,17.01991844177246,,,automatic,,0,500,6.2146082,1999,19,2.8343844,0,0,0,0,los angeles,old
461,$9600,los angeles,LA san gabriel,2011 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,5.0212,silver,full-size,automatic,sedan,0,9600,9.1695185,2011,7,1.6136688999999997,1,0,1,0,los angeles,new
462,$2400,los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,fwd,gas,19.5211,blue,full-size,automatic,sedan,0,2400,7.783224099999999,2003,15,2.9714959,1,0,0,0,los angeles,old
463,$2200,los angeles,LA long beach,1998 toyota camry le,,,,gas,16.82425880432129,,,automatic,,0,2200,7.6962128,1998,20,2.8228218999999997,1,0,0,0,los angeles,old
464,$15995,los angeles,San Fernando,2015 Toyota Camry,,4 cylinders,fwd,gas,3.6072,white,,automatic,sedan,1,15995,9.680031800000002,2015,3,1.2829318,0,0,0,0,los angeles,new
465,$500,los angeles,LA san gabriel,1991 Toyota Camry,fair,4 cylinders,fwd,gas,21.7,white,mid-size,automatic,,0,500,6.2146082,1991,27,3.0773122,0,0,0,0,los angeles,old
466,$5000,los angeles,North LA county,2010 toyota camry hybrid,good,4 cylinders,fwd,gas,37.0,,,automatic,sedan,0,5000,8.517192800000002,2010,8,3.6109178,0,0,0,1,los angeles,old
467,$3900,los angeles,,2004 Toyota Camry,like new,6 cylinders,fwd,gas,21.7337,custom,,automatic,sedan,1,3900,8.2687321,2004,14,3.0788641,0,0,0,0,los angeles,old
468,$5800,los angeles,North LA county,2007 toyota camry hybrid,like new,4 cylinders,,gas,11.626930236816412,,,automatic,SUV,0,5800,8.6656132,2007,11,2.4533241,0,0,0,1,los angeles,old
469,$3700,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,,gas,13.2,,,automatic,,0,3700,8.216088300000001,2003,15,2.5802169,0,0,0,0,los angeles,old
470,$1100,los angeles,LA westside-southbay,2003 Toyota Camry Xle,,,,gas,14.08167171478272,,,automatic,,0,1100,7.0030656,2003,15,2.6448741,0,0,0,0,los angeles,old
471,$7900,los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,,gas,11.7,,,automatic,,0,7900,8.974618,2009,9,2.4595887999999997,0,0,1,0,los angeles,old
472,$6500,los angeles,central LA,2009 toyota camry le,like new,4 cylinders,,gas,12.8708,grey,full-size,automatic,sedan,0,6500,8.7795572,2009,9,2.5549612,1,0,0,0,los angeles,old
473,$1502,los angeles,LA san gabriel,2009 toyota camry se,excellent,4 cylinders,fwd,gas,16.45036315917969,black,,automatic,,0,1502,7.3145527999999995,2009,9,2.8003476000000003,0,0,1,0,los angeles,old
474,$2750,los angeles,LA westside-southbay,1991 toyota camry,,,,gas,15.3,,,automatic,wagon,0,2750,7.9193563,1991,27,2.7278528,0,0,0,0,los angeles,old
475,$2000,los angeles,central LA,2004 toyota camry solara,,,,gas,20.1038,,,automatic,,0,2000,7.6009025999999995,2004,14,3.0009089,0,0,0,0,los angeles,old
476,$4500,los angeles,San Fernando,2005 Toyota Camry LE,good,4 cylinders,,gas,12.1,white,,automatic,,0,4500,8.4118328,2005,13,2.4932055,1,0,0,0,los angeles,old
477,$5300,los angeles,central LA,2007 toyota camry,excellent,4 cylinders,,gas,12.0,white,,automatic,sedan,0,5300,8.5754623,2007,11,2.4849067000000002,0,0,0,0,los angeles,old
478,$11000,los angeles,LA long beach,2016 toyota camry le 4dr sedan,,,,gas,4.249044418334962,,,automatic,,0,11000,9.3056507,2016,2,1.4466941,1,0,1,0,los angeles,new
479,$8500,los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,,gas,7.9,,,automatic,,0,8500,9.047821,2011,7,2.0668628,0,0,0,0,los angeles,new
480,$2400,los angeles,central LA,2002 toyota camry,fair,6 cylinders,fwd,gas,18.3821,grey,full-size,automatic,sedan,0,2400,7.783224099999999,2002,16,2.9113773999999997,0,0,0,0,los angeles,old
481,$7500,los angeles,LA san gabriel,2012 Toyota Camry se,,4 cylinders,,gas,8.304973602294924,,,automatic,,0,7500,8.922658,2012,6,2.1168547,0,0,1,0,los angeles,new
482,$6000,los angeles,LA long beach,2009 toyota camry le,,,,gas,16.45036315917969,,,automatic,,0,6000,8.6995144,2009,9,2.8003476000000003,1,0,0,0,los angeles,old
483,$1200,los angeles,central LA,2000 toyota camry,,,,gas,16.83345794677734,,,manual,sedan,0,1200,7.0900769,2000,18,2.8233685,0,0,0,0,los angeles,old
484,$3950,los angeles,LA long beach,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.2814713,2004,14,2.8903717999999996,0,0,0,0,los angeles,old
485,$4500,los angeles,central LA,2008 toyota camry le,,,,gas,12.54811191558838,,,automatic,,0,4500,8.4118328,2008,10,2.5295701,1,0,0,0,los angeles,old
486,$2900,los angeles,central LA,2004 Toyota Camry,,4 cylinders,,gas,19.4324,blue,,automatic,sedan,0,2900,7.972466000000001,2004,14,2.9669418,0,0,0,0,los angeles,old
487,$7000,los angeles,San Fernando,2009 toyota camry,good,4 cylinders,,gas,10.0,grey,,automatic,sedan,0,7000,8.8536654,2009,9,2.3025851000000004,0,0,0,0,los angeles,old
488,$3600,los angeles,San Fernando,2003 toyota camry le,,,,gas,14.08167171478272,,,automatic,,0,3600,8.1886892,2003,15,2.6448741,1,0,0,0,los angeles,old
489,$3950,los angeles,LA san gabriel,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.2814713,2004,14,2.8903717999999996,0,0,0,0,los angeles,old
490,$2700,los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,,gas,16.83345794677734,brown,full-size,automatic,pickup,0,2700,7.9010072000000005,2000,18,2.8233685,0,0,0,0,los angeles,old
491,$10500,los angeles,LA san gabriel,2013 TOYOTA CAMRY LE,like new,4 cylinders,fwd,gas,3.5092,black,full-size,automatic,sedan,0,10500,9.2591305,2013,5,1.2553881000000002,1,0,0,0,los angeles,new
492,$1000,los angeles,central LA,2004 Toyota Camry Le FwD 210Hp,excellent,,fwd,gas,15.408045768737788,white,full-size,automatic,sedan,0,1000,6.9077554,2004,14,2.7348897,0,0,0,0,los angeles,old
493,$7500,los angeles,San Fernando,2003 toyota camry le,like new,4 cylinders,,gas,3.2,green,compact,automatic,coupe,0,7500,8.922658,2003,15,1.1631508,1,0,0,0,los angeles,old
494,$1600,los angeles,LA san gabriel,2008 toyota camry,like new,4 cylinders,,gas,15.3123,silver,,automatic,sedan,0,1600,7.377758999999999,2008,10,2.7286565,0,0,0,0,los angeles,old
495,$5950,los angeles,LA westside-southbay,2006 toyota camry le,,,,gas,12.66718101501465,,,automatic,,0,5950,8.6911469,2006,12,2.5390146000000002,1,0,0,0,los angeles,old
496,$2200,los angeles,LA long beach,1998 TOYOTA CAMRY,like new,,,gas,16.0,,,automatic,,0,2200,7.6962128,1998,20,2.7725887000000005,0,0,0,0,los angeles,old
497,$11800,los angeles,LA san gabriel,2012 Toyota Camry,excellent,4 cylinders,rwd,gas,2.3,white,full-size,automatic,sedan,0,11800,9.375854499999999,2012,6,0.83290911,0,0,0,0,los angeles,new
498,$2895,los angeles,LA san gabriel,1998 Toyota Camry LE 4 DR,excellent,4 cylinders,fwd,gas,18.374000000000002,brown,mid-size,automatic,sedan,0,2895,7.970740299999999,1998,20,2.9109366000000003,1,0,0,0,los angeles,old
499,$7405,los angeles,LA westside-southbay,2008 Toyota Camry,,6 cylinders,fwd,gas,13.1306,grey,mid-size,automatic,sedan,1,7405,8.9099112,2008,10,2.5749454,0,0,0,0,los angeles,old
500,$6700,los angeles,LA san gabriel,2007 Toyota Camry,,,,gas,12.2,,,automatic,,0,6700,8.8098631,2007,11,2.501436,0,0,0,0,los angeles,old
501,$1200,los angeles,central LA,2000 toyota camry,new,6 cylinders,fwd,gas,16.83345794677734,black,full-size,manual,sedan,0,1200,7.0900769,2000,18,2.8233685,0,0,0,0,los angeles,old
502,$3950,los angeles,North LA county,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.2814713,2004,14,2.8903717999999996,0,0,0,0,los angeles,old
503,$7500,los angeles,central LA,2003 toyota camry,like new,4 cylinders,,gas,3.2,green,,automatic,,0,7500,8.922658,2003,15,1.1631508,0,0,0,0,los angeles,old
504,$4700,los angeles,LA long beach,2004 Toyota Camry SE,excellent,4 cylinders,fwd,gas,11.6,white,,automatic,sedan,0,4700,8.4553175,2004,14,2.451005,0,0,1,0,los angeles,old
505,$4500,los angeles,central LA,2008 toyota camry,,,,gas,12.54811191558838,,,automatic,,0,4500,8.4118328,2008,10,2.5295701,0,0,0,0,los angeles,old
506,$2900,los angeles,central LA,1999 Toyota CAMRY,excellent,6 cylinders,fwd,gas,10.2767,grey,full-size,automatic,sedan,0,2900,7.972466000000001,1999,19,2.3298793,0,0,0,0,los angeles,old
507,$4000,los angeles,LA westside-southbay,2006 toyota camry solara,,,,gas,12.66718101501465,,,automatic,,0,4000,8.294049300000001,2006,12,2.5390146000000002,0,0,0,0,los angeles,old
508,$3950,los angeles,San Fernando,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.2814713,2004,14,2.8903717999999996,0,0,0,0,los angeles,old
509,$11995,los angeles,San Fernando,2014 TOYOTA CAMRY SE SPORT,like new,4 cylinders,fwd,gas,10.3674,white,mid-size,automatic,sedan,1,11995,9.3922453,2014,4,2.3386662,0,0,1,0,los angeles,new
510,$9900,los angeles,LA westside-southbay,2012 TOYOTA CAMRY SE,like new,4 cylinders,,gas,11.4512,red,full-size,automatic,sedan,1,9900,9.200289699999999,2012,6,2.4380946,0,0,1,0,los angeles,new
511,$15999,los angeles,central LA,2016 TOYOTA CAMRY SE,like new,4 cylinders,fwd,gas,2.9122,black,full-size,automatic,sedan,0,15999,9.680281599999999,2016,2,1.0689088,0,0,1,0,los angeles,new
512,$6500,los angeles,LA san gabriel,2007 toyota camry,good,6 cylinders,,gas,13.9,white,sub-compact,automatic,sedan,0,6500,8.7795572,2007,11,2.6318889,0,0,0,0,los angeles,old
513,$3500,los angeles,LA westside-southbay,2004 toyota camry xle,good,,,gas,20.7,silver,,automatic,,0,3500,8.1605186,2004,14,3.0301337000000004,0,1,0,0,los angeles,old
514,$5499,los angeles,San Fernando,2007 toyota camry,excellent,,,gas,10.0,,,automatic,,0,5499,8.6123219,2007,11,2.3025851000000004,0,0,0,0,los angeles,old
515,$17000,los angeles,central LA,2017 toyota camry,like new,4 cylinders,fwd,gas,2.0,black,full-size,automatic,sedan,0,17000,9.7409687,2017,1,0.69314718,0,0,0,0,los angeles,new
516,$5500,los angeles,LA long beach,2004 toyota camry xle,excellent,4 cylinders,,gas,11.5334,,,automatic,,0,5500,8.6125031,2004,14,2.4452472000000003,0,1,0,0,los angeles,old
517,$9490,los angeles,San Fernando,2012 toyota camry LE,like new,4 cylinders,,gas,8.304973602294924,white,,automatic,,0,9490,9.157994300000002,2012,6,2.1168547,1,0,0,0,los angeles,new
518,$1500,los angeles,San Fernando,1992 Toyota Camry,good,4 cylinders,fwd,gas,16.8,grey,mid-size,automatic,sedan,0,1500,7.3132205,1992,26,2.8213789,0,0,0,0,los angeles,old
519,$2000,los angeles,LA westside-southbay,1999 toyota camry xle,fair,6 cylinders,fwd,gas,15.73,green,compact,automatic,sedan,0,2000,7.6009025999999995,1999,19,2.7555697,0,1,0,0,los angeles,old
520,$3500,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,,gas,14.08167171478272,white,,automatic,,0,3500,8.1605186,2003,15,2.6448741,0,0,0,0,los angeles,old
521,$8299,los angeles,central LA,2009 Toyota Camry,,,,gas,16.45036315917969,,,automatic,,0,8299,9.0238905,2009,9,2.8003476000000003,0,0,0,0,los angeles,old
522,$7800,los angeles,LA san gabriel,2010 toyota camry le,like new,4 cylinders,,gas,12.0,white,,automatic,sedan,0,7800,8.961878800000001,2010,8,2.4849067000000002,1,0,0,0,los angeles,old
523,$4100,los angeles,San Fernando,2006 TOYOTA CAMRY SE,,6 cylinders,,gas,16.56,,,automatic,,0,4100,8.3187418,2006,12,2.8069901,0,0,1,0,los angeles,old
524,$3950,los angeles,central LA,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.2814713,2004,14,2.8903717999999996,0,0,0,0,los angeles,old
525,$3800,los angeles,central LA,2004 toyota camry,good,4 cylinders,fwd,gas,11.6,silver,mid-size,automatic,sedan,0,3800,8.2427559,2004,14,2.451005,0,0,0,0,los angeles,old
526,$8900,los angeles,San Fernando,2012 toyota camry le,,,,gas,8.304973602294924,,,automatic,,0,8900,9.0938063,2012,6,2.1168547,1,0,0,0,los angeles,new
527,$2700,los angeles,LA long beach,2005 toyota camry le,,4 cylinders,,gas,19.0,,,automatic,,0,2700,7.9010072000000005,2005,13,2.9444388999999997,1,0,0,0,los angeles,old
528,$14995,los angeles,LA westside-southbay,2016 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,6.5467,white,,automatic,sedan,1,14995,9.615471800000002,2016,2,1.8789611000000002,0,0,1,0,los angeles,new
529,$16225,los angeles,LA westside-southbay,2015 Toyota Camry,like new,,fwd,gas,1.4319,white,,automatic,sedan,1,16225,9.694308300000001,2015,3,0.35900223,0,0,0,0,los angeles,new
530,$1950,los angeles,LA san gabriel,2001 Toyota Camry le,,,,gas,22.8,,,automatic,,0,1950,7.5755849,2001,17,3.1267605,1,0,0,0,los angeles,old
531,$1900,los angeles,central LA,1998 toyota camry,,,,gas,16.82425880432129,,,automatic,,0,1900,7.549609200000001,1998,20,2.8228218999999997,0,0,0,0,los angeles,old
532,$2500,los angeles,San Fernando,2002 toyota camry,excellent,,,gas,14.32672119140625,,,automatic,,0,2500,7.8240460999999994,2002,16,2.6621262999999997,0,0,0,0,los angeles,old
533,$7500,los angeles,central LA,2009 toyota camry le,excellent,4 cylinders,,gas,8.1,,,automatic,,0,7500,8.922658,2009,9,2.0918641,1,0,0,0,los angeles,old
534,$8995,los angeles,North LA county,2008 Toyota Camry Solara,,,fwd,other,8.3133,white,,automatic,coupe,1,8995,9.1044245,2008,10,2.1178567000000004,0,0,0,0,los angeles,old
535,$1500,los angeles,central LA,1996 toyota camry,excellent,,,gas,21.89999961853027,,,automatic,,0,1500,7.3132205,1996,22,3.0864866,0,0,0,0,los angeles,old
536,$3500,los angeles,LA long beach,2003 toyota camry,good,4 cylinders,fwd,gas,16.2,black,full-size,automatic,sedan,0,3500,8.1605186,2003,15,2.7850113,0,0,0,0,los angeles,old
537,$6000,los angeles,San Fernando,2008 Toyota Camry Hybrid,good,4 cylinders,fwd,hybrid,12.2,white,full-size,automatic,sedan,0,6000,8.6995144,2008,10,2.501436,0,0,0,1,los angeles,old
538,$8495,los angeles,LA san gabriel,2007 Toyota Camry,excellent,,,gas,5.3,grey,,automatic,sedan,0,8495,9.047232600000001,2007,11,1.6677068,0,0,0,0,los angeles,old
539,$2300,los angeles,central LA,1999 toyota camry,excellent,4 cylinders,fwd,gas,12.4,white,compact,automatic,sedan,0,2300,7.7406645,1999,19,2.5176964,0,0,0,0,los angeles,old
540,$14900,los angeles,San Fernando,2014 toyota camry,excellent,4 cylinders,fwd,gas,7.3,white,mid-size,automatic,sedan,0,14900,9.6091166,2014,4,1.9878744,0,0,0,0,los angeles,new
541,$7500,los angeles,central LA,2009 toyota camry,,4 cylinders,,gas,8.1,,,automatic,,0,7500,8.922658,2009,9,2.0918641,0,0,0,0,los angeles,old
542,$361,los angeles,LA westside-southbay,2017 toyota camry hybrid,new,4 cylinders,rwd,hybrid,0.07,red,mid-size,automatic,sedan,0,361,5.888877900000001,2017,1,-2.6592599999999997,0,0,0,1,los angeles,new
543,$1500,los angeles,North LA county,2001 toyota camry,excellent,6 cylinders,,gas,27.0,,,automatic,,0,1500,7.3132205,2001,17,3.2958369,0,0,0,0,los angeles,old
544,$1,los angeles,North LA county,2004 toyota camry,like new,,,gas,11.3,,,manual,,0,1,0.0,2004,14,2.4248027999999997,0,0,0,0,los angeles,old
545,$6800,los angeles,central LA,2012 toyota camry se,excellent,4 cylinders,,gas,8.304973602294924,,,automatic,,0,6800,8.8246775,2012,6,2.1168547,0,0,1,0,los angeles,new
546,$2000,los angeles,central LA,2008 TOYOTA CAMRY,,,,gas,12.54811191558838,,,automatic,,0,2000,7.6009025999999995,2008,10,2.5295701,0,0,0,0,los angeles,old
547,$2700,los angeles,San Fernando,2002 toyota camry,excellent,4 cylinders,,gas,16.1,,,automatic,,0,2700,7.9010072000000005,2002,16,2.7788193,0,0,0,0,los angeles,old
548,$1400,los angeles,central LA,2001 Toyota Camry,,,,gas,16.201469421386722,,,automatic,,0,1400,7.244227400000001,2001,17,2.7851019,0,0,0,0,los angeles,old
